timestamp,symbol,open,high,low,close,volume
2025-11-20T03:45:00,NIFTY,26128.69921875,26128.69921875,26096.599609375,26109.5,0
2025-11-20T03:45:00,BANKNIFTY,59308.19921875,59320.25,59203.94921875,59242.6015625,0
2025-11-20T03:46:00,NIFTY,26109.05078125,26110.05078125,26084.150390625,26089.349609375,0
2025-11-20T03:46:00,BANKNIFTY,59245.94921875,59245.94921875,59177.5,59206.69921875,0
2025-11-20T03:47:00,NIFTY,26088.900390625,26100.25,26087.400390625,26093.30078125,0
2025-11-20T03:47:00,BANKNIFTY,59209.19921875,59240.3984375,59199.5,59219.30078125,0
2025-11-20T03:48:00,NIFTY,26093.900390625,26096.80078125,26088.69921875,26093.650390625,0
2025-11-20T03:48:00,BANKNIFTY,59218.1015625,59223.1484375,59194.3515625,59212.30078125,0
2025-11-20T03:49:00,NIFTY,26092.25,26102.099609375,26089.599609375,26099.69921875,0
2025-11-20T03:49:00,BANKNIFTY,59211.44921875,59248.55078125,59199.55078125,59248.55078125,0
2025-11-20T03:50:00,NIFTY,26099.44921875,26101.30078125,26089.25,26099.94921875,0
2025-11-20T03:50:00,BANKNIFTY,59249.44921875,59249.44921875,59223.19921875,59242.75,0
2025-11-20T03:51:00,NIFTY,26099.900390625,26105.400390625,26099.900390625,26102.80078125,0
2025-11-20T03:51:00,BANKNIFTY,59244.05078125,59261.8984375,59232.19921875,59261.8984375,0
2025-11-20T03:52:00,BANKNIFTY,59260.1484375,59262.0,59239.05078125,59248.1484375,0
2025-11-20T03:52:00,NIFTY,26102.400390625,26104.5,26094.099609375,26099.349609375,0
2025-11-20T03:53:00,BANKNIFTY,59247.8515625,59255.44921875,59232.75,59240.05078125,0
2025-11-20T03:53:00,NIFTY,26099.44921875,26100.400390625,26086.900390625,26088.150390625,0
2025-11-20T03:54:00,BANKNIFTY,59233.8515625,59234.69921875,59208.19921875,59229.6484375,0
2025-11-20T03:54:00,NIFTY,26087.150390625,26097.25,26081.099609375,26096.30078125,0
2025-11-20T03:55:00,BANKNIFTY,59229.8515625,59229.8515625,59190.80078125,59205.8984375,0
2025-11-20T03:55:00,NIFTY,26096.400390625,26096.400390625,26087.80078125,26093.25,0
2025-11-20T03:56:00,NIFTY,26092.19921875,26093.69921875,26088.25,26089.849609375,0
2025-11-20T03:56:00,BANKNIFTY,59204.8984375,59207.3515625,59187.80078125,59187.80078125,0
2025-11-20T03:57:00,NIFTY,26089.30078125,26089.30078125,26082.900390625,26085.55078125,0
2025-11-20T03:57:00,BANKNIFTY,59190.80078125,59190.80078125,59170.05078125,59179.05078125,0
2025-11-20T03:58:00,NIFTY,26085.44921875,26090.55078125,26085.19921875,26090.099609375,0
2025-11-20T03:58:00,BANKNIFTY,59178.55078125,59201.80078125,59177.6015625,59196.19921875,0
2025-11-20T03:59:00,NIFTY,26090.5,26104.94921875,26090.44921875,26104.94921875,0
2025-11-20T03:59:00,BANKNIFTY,59200.19921875,59222.6484375,59193.8515625,59221.1015625,0
2025-11-20T04:00:00,BANKNIFTY,59219.8515625,59237.8984375,59217.3515625,59225.8515625,0
2025-11-20T04:00:00,NIFTY,26103.69921875,26110.75,26102.75,26107.599609375,0
2025-11-20T04:01:00,NIFTY,26108.19921875,26109.349609375,26105.25,26107.150390625,0
2025-11-20T04:01:00,BANKNIFTY,59225.5,59229.30078125,59209.44921875,59222.05078125,0
2025-11-20T04:02:00,BANKNIFTY,59222.05078125,59222.05078125,59207.3984375,59214.44921875,0
2025-11-20T04:02:00,NIFTY,26106.69921875,26111.400390625,26105.849609375,26109.75,0
2025-11-20T04:03:00,NIFTY,26108.94921875,26110.55078125,26095.849609375,26098.150390625,0
2025-11-20T04:03:00,BANKNIFTY,59209.19921875,59212.44921875,59184.6484375,59192.6484375,0
2025-11-20T04:04:00,BANKNIFTY,59191.8984375,59219.1484375,59186.0,59214.69921875,0
2025-11-20T04:04:00,NIFTY,26097.849609375,26105.400390625,26095.94921875,26104.5,0
2025-11-20T04:05:00,NIFTY,26104.400390625,26111.099609375,26102.19921875,26111.05078125,0
2025-11-20T04:05:00,BANKNIFTY,59216.5,59231.1015625,59210.5,59225.8515625,0
2025-11-20T04:06:00,NIFTY,26111.19921875,26111.900390625,26105.30078125,26105.30078125,0
2025-11-20T04:06:00,BANKNIFTY,59227.25,59232.5,59205.3984375,59211.19921875,0
2025-11-20T04:07:00,NIFTY,26105.349609375,26105.80078125,26100.5,26103.69921875,0
2025-11-20T04:07:00,BANKNIFTY,59211.1484375,59213.94921875,59200.8984375,59212.55078125,0
2025-11-20T04:08:00,BANKNIFTY,59212.6015625,59212.6015625,59192.0,59192.75,0
2025-11-20T04:08:00,NIFTY,26104.0,26105.25,26096.30078125,26099.150390625,0
2025-11-20T04:09:00,BANKNIFTY,59194.3984375,59200.80078125,59189.8515625,59191.6015625,0
2025-11-20T04:09:00,NIFTY,26099.150390625,26104.650390625,26099.150390625,26104.599609375,0
2025-11-20T04:10:00,BANKNIFTY,59192.30078125,59208.6484375,59187.55078125,59202.80078125,0
2025-11-20T04:10:00,NIFTY,26105.0,26105.349609375,26101.849609375,26103.0,0
2025-11-20T04:11:00,NIFTY,26102.44921875,26104.55078125,26100.650390625,26102.849609375,0
2025-11-20T04:11:00,BANKNIFTY,59202.6015625,59212.3515625,59199.80078125,59209.3515625,0
2025-11-20T04:12:00,BANKNIFTY,59210.3515625,59215.3984375,59201.8984375,59212.5,0
2025-11-20T04:12:00,NIFTY,26103.599609375,26103.599609375,26096.650390625,26096.650390625,0
2025-11-20T04:13:00,BANKNIFTY,59215.1015625,59234.75,59177.0,59177.0,0
2025-11-20T04:13:00,NIFTY,26098.05078125,26099.19921875,26076.55078125,26076.55078125,0
2025-11-20T04:14:00,BANKNIFTY,59182.8515625,59182.8515625,59144.1484375,59180.25,0
2025-11-20T04:14:00,NIFTY,26077.099609375,26079.30078125,26064.05078125,26077.94921875,0
